id,wardrobe,name,category,sizes,price,status,image,notes,tags
w001,The 203 Collection,Smooth Spacer Classic-Fit Pullover Hoodie,Hoodie,m,59,available,/inventory/smooth-spacer-hoodie.jpg,new,"gray, lululemon"
